"id","hotel","reader","helpful","overall","value","room","location","clean","check","service","business","target","probGood"
3533,"hotel_77274",1,0,5,4,5,5,5,3,4,4,"good","1"
3534,"hotel_77274",1,1,2,2,3,5,3,4,1,4,"bad","0"
3535,"hotel_77274",1,0,5,5,5,5,4,3,4,4,"good","1"
3536,"hotel_77274",1,0,5,5,5,5,5,5,5,5,"good","0.998681173755358"
3537,"hotel_77274",1,1,4,4,4,4,5,5,5,4,"good","0.990291262135922"
3538,"hotel_77274",-1,-1,3,3,4,5,5,4,3,2,"good","0.5"
3539,"hotel_77274",1,1,4,4,3,4,4,5,5,4,"good","1"
3540,"hotel_77274",-1,-1,4,4,4,5,4,4,5,3,"good","1"
3541,"hotel_77274",2,2,1,1,2,5,1,1,1,5,"bad","0"
3542,"hotel_77274",1,1,2,2,1,3,2,2,1,2,"bad","0"
3543,"hotel_77274",1,1,2,2,5,5,4,2,2,5,"bad","0"
3544,"hotel_77274",-1,-1,4,3,4,5,5,3,3,4,"good","0.75"
3545,"hotel_77274",1,1,2,2,3,4,3,2,2,4,"bad","0"
3546,"hotel_77274",2,1,4,4,4,5,4,5,5,4,"good","0.965116279069767"
3547,"hotel_77274",2,1,5,3,3,5,5,3,3,5,"bad","0"
3548,"hotel_77274",7,6,4,3,4,5,4,4,4,4,"good","0.703703703703704"
3549,"hotel_77274",6,5,4,4,4,5,5,5,4,4,"good","0.985714285714286"
3550,"hotel_77274",4,2,2,2,4,4,5,1,2,3,"bad","0"
3551,"hotel_77274",-1,-1,4,4,3,4,4,4,4,3,"good","0.902439024390244"
3552,"hotel_77274",1,1,5,4,5,4,5,5,5,4,"good","0.983805668016194"
3553,"hotel_77274",2,1,5,5,4,5,4,5,4,4,"good","0.984732824427481"
3554,"hotel_77274",2,1,4,5,4,5,5,4,2,4,"bad","0"
3555,"hotel_77274",4,2,5,4,5,5,5,5,5,4,"good","0.98874296435272"
3556,"hotel_77274",5,1,3,3,2,3,3,3,3,2,"bad","0"
3557,"hotel_77274",7,3,4,4,4,4,4,5,3,1,"good","1"
3558,"hotel_77274",9,6,5,5,4,5,4,4,5,5,"good","1"
3559,"hotel_77274",1,0,4,5,4,4,3,4,4,4,"good","1"
3560,"hotel_77274",3,2,4,5,5,5,5,5,3,5,"good","1"
3561,"hotel_77274",6,1,5,5,5,5,5,5,5,5,"good","0.998271690286899"
3562,"hotel_77274",4,3,4,3,5,5,5,4,5,5,"good","1"
3563,"hotel_77274",4,3,4,4,4,4,4,4,3,3,"good","0.888888888888889"
3564,"hotel_77274",2,1,5,5,5,5,5,5,5,5,"good","0.998594518622628"
3565,"hotel_77274",2,0,4,4,4,5,5,4,5,3,"good","0.977272727272727"
3566,"hotel_77274",3,1,4,3,4,4,4,4,3,4,"good","0.666666666666667"
3567,"hotel_77274",1,0,5,5,5,5,5,5,5,4,"good","0.998652291105121"
3568,"hotel_77274",-1,-1,4,3,3,4,4,4,4,3,"bad","0.451612903225806"
3569,"hotel_77274",-1,-1,4,4,3,5,4,5,4,4,"good","0.871794871794872"
3570,"hotel_77274",27,26,4,4,4,5,5,4,4,4,"good","0.978947368421053"
3571,"hotel_77274",4,3,3,2,4,4,4,3,1,3,"bad","0"
3572,"hotel_77274",2,2,4,4,4,4,4,3,4,2,"good","0.941176470588235"
3573,"hotel_77274",1,1,2,1,4,3,5,1,1,1,"bad","0"
3574,"hotel_77274",-1,-1,1,1,2,3,2,1,1,1,"bad","0"
3575,"hotel_77274",2,2,4,4,4,4,4,3,4,4,"good","0.972972972972973"
3576,"hotel_77274",1,1,4,4,4,4,4,4,4,2,"good","0.920634920634921"
3577,"hotel_77274",-1,-1,3,3,3,4,1,1,1,3,"bad","0"
3578,"hotel_77274",1,1,4,4,3,5,3,5,3,3,"good","0.5"
3579,"hotel_77274",-1,-1,3,3,3,4,3,4,3,3,"bad","0.125"
3580,"hotel_77274",2,1,1,1,2,4,2,1,1,2,"bad","0"
3581,"hotel_77274",3,3,4,4,4,3,5,3,4,2,"good","1"
3582,"hotel_77274",1,0,4,4,4,4,4,4,4,4,"good","0.921875"
3583,"hotel_77274",-1,-1,4,4,4,5,5,4,5,4,"good","0.981481481481482"
3584,"hotel_77274",4,2,5,5,5,5,5,5,5,3,"good","0.99869834038399"
3585,"hotel_77274",9,6,5,5,5,5,5,5,5,5,"good","0.997590361445783"
3586,"hotel_77274",8,4,2,2,2,1,3,3,2,3,"bad","0"
3587,"hotel_77274",6,5,5,4,5,3,4,4,4,5,"good","1"
3588,"hotel_77274",5,1,1,1,1,3,1,3,3,3,"bad","0"
3589,"hotel_77274",2,2,4,4,4,5,4,5,4,4,"good","0.932203389830508"
3590,"hotel_77274",6,5,5,5,5,5,5,5,5,5,"good","0.998647734956051"
3591,"hotel_77274",7,5,5,5,5,5,5,5,5,5,"good","0.999660441426146"
3592,"hotel_77274",4,1,5,4,3,5,4,5,4,4,"good","0.815789473684211"
3593,"hotel_77274",3,1,1,1,2,4,3,3,1,3,"bad","0"
3594,"hotel_77274",6,6,4,3,4,4,3,3,4,3,"bad","0"
3595,"hotel_77274",5,3,5,4,5,5,5,5,5,5,"good","0.990689013035382"
3596,"hotel_77274",4,4,2,1,2,3,1,1,2,2,"bad","0"
3597,"hotel_77274",5,3,2,1,1,5,1,1,1,1,"bad","0"
3598,"hotel_77274",5,5,2,1,4,4,4,2,4,3,"bad","0"
3599,"hotel_77274",6,6,1,1,2,4,1,1,1,2,"bad","0"
3600,"hotel_77274",1,1,1,1,1,2,1,1,1,3,"bad","0"
3601,"hotel_77274",4,4,2,1,3,4,4,1,2,2,"bad","0"
3602,"hotel_77274",5,3,5,5,5,5,5,5,5,5,"good","0.997316336799732"
3603,"hotel_77274",4,4,1,1,2,4,4,2,1,3,"bad","0"
3604,"hotel_77274",7,5,1,1,1,2,2,2,1,2,"bad","0"
3605,"hotel_77274",8,6,5,4,3,5,4,5,4,5,"good","0.807692307692308"
3606,"hotel_77274",4,4,3,4,3,5,4,5,5,3,"good","0.857142857142857"
3607,"hotel_77274",-1,-1,4,4,5,5,5,5,5,5,"good","0.994444444444444"
3608,"hotel_77274",1,0,1,1,4,5,3,2,2,1,"bad","0"
3609,"hotel_77274",1,0,2,2,2,5,2,2,3,2,"bad","0"
3610,"hotel_77917",-1,-1,3,3,3,3,4,4,4,4,"bad","0.4"
3611,"hotel_77917",-1,-1,2,3,4,3,3,4,3,2,"bad","0"
3612,"hotel_77917",-1,-1,4,4,4,4,4,5,4,5,"good","1"
3613,"hotel_77917",3,2,1,1,1,3,1,3,3,3,"bad","0"
3614,"hotel_77917",2,2,5,5,5,3,5,5,5,5,"good","0.990740740740741"
3615,"hotel_77917",1,1,3,4,3,4,3,3,4,5,"good","0.857142857142857"
3616,"hotel_77917",1,1,4,4,4,5,4,5,4,3,"good","0.966101694915254"
3617,"hotel_77917",3,3,1,2,1,1,1,2,1,1,"bad","0"
3618,"hotel_77917",1,1,4,3,3,3,3,3,3,3,"bad","0.272727272727273"
3619,"hotel_77917",2,2,3,4,3,3,3,4,3,3,"good","0.75"
3620,"hotel_77917",1,0,2,2,4,4,3,1,4,3,"bad","0"
3621,"hotel_77917",1,1,4,4,4,5,4,4,3,3,"good","0.875"
3622,"hotel_77917",1,1,3,2,2,4,3,3,3,3,"bad","0"
3623,"hotel_77917",1,1,4,5,5,5,4,3,4,3,"good","1"
3624,"hotel_77917",2,2,5,5,4,5,4,4,4,3,"good","0.985507246376812"
3625,"hotel_77917",1,1,4,5,4,3,4,5,4,5,"good","1"
3626,"hotel_77917",3,2,4,4,4,4,4,4,4,3,"good","0.933962264150943"
3627,"hotel_77917",5,5,5,4,5,4,5,3,5,2,"good","1"
3628,"hotel_77917",3,3,5,5,5,5,5,5,5,5,"good","0.999022164276402"
3629,"hotel_77917",6,6,4,5,5,5,5,5,5,1,"good","0.998659068052296"
3630,"hotel_77917",2,2,4,4,4,4,4,5,5,4,"good","0.975609756097561"
3631,"hotel_77917",11,8,4,5,4,5,5,5,5,5,"good","0.996383363471971"
3632,"hotel_77917",8,5,4,5,4,4,4,5,5,3,"good","0.975"
3633,"hotel_77917",6,4,3,3,3,4,3,3,3,3,"bad","0.115384615384615"
3634,"hotel_77917",-1,-1,5,5,4,4,5,3,4,3,"good","1"
3635,"hotel_90159",-1,-1,4,5,4,5,4,5,5,3,"good","1"
3636,"hotel_90159",1,1,5,5,5,5,5,5,5,5,"good","0.998646362098139"
3637,"hotel_90159",1,1,5,5,5,5,5,5,5,5,"good","0.998359041680341"
3638,"hotel_90159",3,3,2,2,2,4,1,3,2,1,"bad","0"
3639,"hotel_90159",1,1,4,5,3,4,4,5,4,3,"good","1"
3640,"hotel_90159",-1,-1,4,4,3,4,4,5,5,3,"good","0.833333333333333"
3641,"hotel_90159",1,1,4,5,5,5,5,5,5,3,"good","0.997649429147079"
3642,"hotel_90159",-1,-1,3,3,2,2,4,4,4,1,"bad","0"
3643,"hotel_90159",-1,-1,3,4,3,5,3,3,3,3,"good","0.642857142857143"
3644,"hotel_90159",3,3,5,5,5,5,5,5,5,5,"good","0.998285910181694"
3645,"hotel_90159",3,3,5,5,5,5,5,5,5,3,"good","0.997598627787307"
3646,"hotel_90159",2,2,5,5,5,5,5,5,5,4,"good","0.998299319727891"
3647,"hotel_90159",1,1,2,2,1,3,2,4,4,3,"bad","0"
3648,"hotel_90159",-1,-1,4,4,4,4,4,3,4,3,"good","1"
3649,"hotel_90159",-1,-1,5,4,5,5,5,5,5,3,"good","0.988439306358382"
3650,"hotel_90159",1,0,4,4,4,5,4,4,4,1,"good","0.94375"
3651,"hotel_90159",2,0,1,1,1,1,1,1,1,1,"bad","0"
3652,"hotel_90159",-1,-1,4,4,3,4,3,4,4,4,"good","0.785714285714286"
3653,"hotel_90159",-1,-1,5,5,5,5,5,5,5,5,"good","0.998678996036988"
3654,"hotel_90159",5,5,4,5,3,5,4,5,5,3,"good","1"
3655,"hotel_90159",4,2,1,1,1,2,1,3,1,1,"bad","0"
3656,"hotel_90159",5,5,5,5,4,5,4,5,5,4,"good","0.995"
3657,"hotel_90159",-1,-1,4,5,4,5,4,5,4,3,"good","0.992"
3658,"hotel_90159",3,2,1,1,1,3,1,2,1,3,"bad","0"
3659,"hotel_90159",4,3,2,2,2,2,3,1,1,2,"bad","0"
3660,"hotel_90159",1,1,2,2,1,5,1,3,2,1,"bad","0"
3661,"hotel_90159",3,3,1,1,1,4,1,1,1,1,"bad","0"
3662,"hotel_90159",2,2,4,4,4,4,4,5,4,5,"good","1"
3663,"hotel_90159",3,3,5,5,4,3,4,5,5,4,"good","1"
3664,"hotel_90159",4,4,5,5,4,5,4,5,5,4,"good","0.98974358974359"
3665,"hotel_90159",2,2,2,3,1,5,2,5,5,1,"bad","0"
3666,"hotel_90159",3,3,3,3,2,5,5,5,5,3,"bad","0"
3667,"hotel_90159",5,5,4,4,3,4,4,5,3,3,"good","0.5"
3668,"hotel_90159",11,6,1,2,1,1,1,3,3,1,"bad","0"
3669,"hotel_90159",8,4,1,1,1,3,1,1,3,1,"bad","0"
3670,"hotel_90159",9,9,3,3,3,4,3,4,4,1,"bad","0.133333333333333"
3671,"hotel_90159",6,6,4,3,3,3,3,3,3,3,"bad","0.0909090909090909"
3672,"hotel_90159",6,6,5,5,5,5,5,5,5,5,"good","0.99861447869761"
3673,"hotel_90159",4,4,5,5,5,5,4,4,4,3,"good","1"
3674,"hotel_90159",7,6,1,2,2,1,1,2,2,2,"bad","0"
3675,"hotel_90159",5,5,4,5,3,4,3,5,5,4,"good","1"
3676,"hotel_90159",6,6,5,5,5,5,5,5,5,4,"good","0.997610921501706"
3677,"hotel_90159",7,7,5,5,5,5,5,4,4,3,"good","1"
3678,"hotel_90159",10,10,3,4,3,3,3,4,3,3,"good","0.666666666666667"
3679,"hotel_90159",-1,-1,1,3,2,3,1,1,1,3,"bad","0"
3680,"hotel_90159",-1,-1,5,4,4,5,3,3,3,3,"good","1"
3681,"hotel_90159",-1,-1,3,3,3,4,4,3,3,3,"bad","0.166666666666667"
3682,"hotel_90159",-1,-1,4,4,4,4,4,3,4,4,"good","0.967741935483871"
3683,"hotel_90159",-1,-1,4,4,4,4,3,5,4,3,"good","1"
3684,"hotel_90159",-1,-1,3,5,4,5,3,3,4,4,"bad","0"
3685,"hotel_90159",1,1,4,4,4,4,3,3,3,3,"good","0.571428571428571"
3686,"hotel_90159",-1,-1,3,4,4,3,4,2,1,3,"bad","0"
3687,"hotel_87097",2,2,3,5,2,5,2,4,4,3,"bad","0"
3688,"hotel_87097",2,2,4,4,3,5,3,4,3,2,"good","0.588235294117647"
3689,"hotel_87097",4,0,1,1,1,4,1,2,1,1,"bad","0"
3690,"hotel_87097",1,1,5,5,5,5,5,5,5,3,"good","0.999656475437994"
3691,"hotel_87097",1,1,5,5,4,5,5,5,5,4,"good","0.994059405940594"
3692,"hotel_87097",4,4,3,3,2,5,2,3,3,2,"bad","0"
3693,"hotel_87097",5,5,5,5,4,5,4,5,4,5,"good","0.982300884955752"
3694,"hotel_87097",2,2,4,4,3,5,4,4,4,3,"good","0.8"
3695,"hotel_87097",4,3,4,4,4,5,4,3,3,4,"good","0.933333333333333"
3696,"hotel_87097",5,4,3,5,2,4,2,4,4,3,"bad","0"
3697,"hotel_87097",4,2,1,2,1,5,1,4,3,2,"bad","0"
3698,"hotel_87097",4,4,5,5,3,4,4,5,5,3,"good","1"
3699,"hotel_87097",4,4,4,4,3,5,3,4,4,3,"good","0.9375"
3700,"hotel_87097",3,3,4,5,4,5,5,5,5,3,"good","0.991039426523297"
3701,"hotel_87097",3,3,5,5,4,5,5,5,5,2,"good","0.992970123022847"
3702,"hotel_87097",4,4,2,3,2,5,3,5,5,3,"bad","0"
3703,"hotel_87097",12,12,4,5,3,4,3,4,4,3,"good","1"
3704,"hotel_87097",21,20,5,5,5,5,5,5,5,5,"good","0.997308209959623"
3705,"hotel_87097",10,10,5,5,3,5,4,3,4,3,"good","1"
3706,"hotel_87097",17,17,5,5,4,4,5,5,3,3,"bad","0"
3707,"hotel_87097",13,13,5,5,4,5,5,4,5,5,"good","0.96969696969697"
3708,"hotel_87097",6,6,4,4,3,5,3,3,3,3,"good","0.727272727272727"
3709,"hotel_87097",7,7,4,4,4,5,4,4,4,1,"good","0.952380952380952"
3710,"hotel_87097",6,5,5,5,4,5,4,4,4,4,"good","0.988505747126437"
3711,"hotel_87097",7,7,5,5,3,5,5,4,4,3,"good","0.857142857142857"
3712,"hotel_87097",5,5,5,5,4,5,4,5,5,5,"good","0.994350282485876"
3713,"hotel_87097",6,6,5,5,5,5,4,4,4,3,"good","1"
3714,"hotel_87097",4,4,4,4,4,4,4,5,5,4,"good","0.977777777777778"
3715,"hotel_87097",11,10,4,5,4,5,5,4,4,5,"good","1"
3716,"hotel_87097",4,4,5,5,3,5,5,5,5,3,"good","0.974358974358974"
3717,"hotel_87097",3,3,3,4,3,4,5,4,5,3,"good","1"
3718,"hotel_87097",11,11,4,4,3,5,3,5,5,3,"good","0.909090909090909"
3719,"hotel_87097",13,10,5,5,5,5,4,5,5,4,"good","1"
3720,"hotel_87097",28,22,3,2,2,4,2,3,3,1,"bad","0"
3721,"hotel_87097",30,25,4,5,4,5,4,4,4,3,"good","0.989247311827957"
3722,"hotel_87097",24,22,5,5,5,5,5,5,5,5,"good","0.998681173755358"
3723,"hotel_87097",-1,-1,3,3,2,4,2,3,3,1,"bad","0.2"
3724,"hotel_87097",-1,-1,4,5,3,4,4,5,4,5,"good","1"
3725,"hotel_87097",-1,-1,4,3,3,5,4,4,4,2,"bad","0.285714285714286"
3726,"hotel_87097",1,1,5,5,5,5,3,4,3,3,"good","0.8"
3727,"hotel_87097",1,1,5,5,3,5,4,4,4,3,"good","1"
3728,"hotel_100509",-1,-1,5,4,5,4,5,5,5,3,"good","0.995575221238938"
3729,"hotel_100509",-1,-1,3,3,3,4,5,3,5,3,"bad","0"
3730,"hotel_100509",-1,-1,5,4,4,5,4,4,4,4,"good","0.948051948051948"
3731,"hotel_100509",-1,-1,4,5,4,5,5,3,3,3,"good","1"
3732,"hotel_100509",-1,-1,5,5,5,4,5,5,5,3,"good","0.998336106489185"
3733,"hotel_100509",3,1,1,1,2,4,1,2,2,3,"bad","0"
3734,"hotel_100509",1,0,4,5,4,5,5,4,4,4,"good","0.978723404255319"
3735,"hotel_100509",2,1,5,5,5,5,5,5,5,5,"good","0.997691292875989"
3736,"hotel_100509",4,3,2,1,2,3,1,2,2,3,"bad","0"
3737,"hotel_100509",4,3,3,2,2,4,2,4,3,3,"bad","0"
3738,"hotel_100509",2,1,4,5,4,3,5,4,4,4,"good","1"
3739,"hotel_100509",3,2,5,5,5,5,5,5,5,5,"good","0.997040447221309"
3740,"hotel_100509",2,1,5,5,5,5,5,5,5,5,"good","0.998367080339647"
3741,"hotel_100509",1,0,5,5,5,5,5,5,5,5,"good","0.998031496062992"
3742,"hotel_100509",2,1,5,5,5,5,5,5,5,4,"good","0.99897575964493"
3743,"hotel_100509",4,2,4,5,4,4,4,4,4,3,"good","0.974358974358974"
3744,"hotel_100509",3,1,5,5,4,4,4,4,4,4,"good","0.954545454545455"
3745,"hotel_100509",3,1,3,4,3,4,4,5,3,4,"good","0.666666666666667"
3746,"hotel_100509",1,0,5,5,5,5,5,5,5,4,"good","0.998978897208986"
3747,"hotel_100509",2,1,4,5,4,5,5,4,4,3,"good","0.983870967741935"
3748,"hotel_100509",2,1,5,5,5,5,5,5,5,5,"good","0.998682476943347"
3749,"hotel_100509",3,2,5,5,5,4,5,4,5,4,"good","1"
3750,"hotel_100509",2,1,5,5,5,5,5,5,5,5,"good","0.999312950875988"
3751,"hotel_100509",1,0,5,5,5,5,5,5,5,5,"good","0.998628257887517"
3752,"hotel_100509",1,0,5,5,4,5,5,5,4,3,"good","0.986301369863014"
3753,"hotel_100509",2,1,5,5,5,5,5,5,5,5,"good","0.99692727893479"
3754,"hotel_100509",5,4,5,5,3,4,5,5,5,4,"good","0.909090909090909"
3755,"hotel_100509",16,13,5,5,5,5,5,5,5,5,"good","0.99871835950016"
3756,"hotel_85005",-1,-1,1,1,1,3,1,2,3,3,"bad","0"
3757,"hotel_85005",2,2,1,1,1,1,1,1,1,1,"bad","0"
3758,"hotel_85005",2,2,1,1,1,2,1,1,1,1,"bad","0"
3759,"hotel_85005",4,3,3,2,3,3,2,3,3,3,"bad","0"
3760,"hotel_85005",2,2,3,3,4,3,3,4,4,3,"bad","0"
3761,"hotel_85005",1,1,2,2,2,4,2,3,3,1,"bad","0"
3762,"hotel_85005",8,8,4,4,5,5,4,4,4,4,"good","0.916666666666667"
3763,"hotel_85005",6,6,1,1,1,3,1,1,1,1,"bad","0"
3764,"hotel_85005",-1,-1,4,5,5,5,5,5,4,4,"good","0.99290780141844"
3765,"hotel_85005",-1,-1,2,2,1,2,1,2,2,2,"bad","0"
3766,"hotel_85005",-1,-1,3,3,3,4,3,4,3,1,"bad","0.176470588235294"
3767,"hotel_85005",1,0,4,5,5,4,3,4,4,3,"good","1"
3768,"hotel_100560",1,1,4,3,4,3,5,5,5,2,"good","0.857142857142857"
3769,"hotel_100560",-1,-1,5,5,5,5,5,5,5,5,"good","0.999013157894737"
3770,"hotel_100560",3,2,4,3,5,4,4,2,3,4,"bad","0"
3771,"hotel_100560",1,1,4,4,4,5,4,4,5,3,"good","1"
3772,"hotel_100560",5,4,1,1,1,4,3,1,1,2,"bad","0"
3773,"hotel_100560",1,1,3,3,4,4,4,5,4,3,"good","1"
3774,"hotel_100560",1,1,3,4,4,5,3,5,5,2,"good","0.928571428571429"
3775,"hotel_100560",7,4,1,1,4,4,4,1,1,1,"bad","0"
3776,"hotel_100560",4,4,4,5,5,5,5,5,5,5,"good","0.999666888740839"
3777,"hotel_100560",4,3,2,2,1,4,4,3,2,2,"bad","0"
3778,"hotel_100560",-1,-1,5,5,5,4,5,5,5,5,"good","0.996598639455782"
3779,"hotel_100560",-1,-1,5,5,5,5,5,5,5,5,"good","0.998995647807164"
3780,"hotel_100560",-1,-1,5,5,5,5,5,5,5,3,"good","0.99725180350395"
3781,"hotel_100560",3,3,2,1,1,3,1,3,1,2,"bad","0"
3782,"hotel_100560",3,2,5,3,5,4,5,5,5,4,"good","0.92"
3783,"hotel_100560",6,4,1,1,1,3,2,1,2,1,"bad","0"
3784,"hotel_100560",5,3,1,1,1,3,1,3,3,1,"bad","0"
3785,"hotel_100560",5,4,1,1,1,4,3,3,4,3,"bad","0"
3786,"hotel_81480",1,0,4,3,4,2,4,3,3,4,"good","0.666666666666667"
3787,"hotel_81480",1,0,3,4,3,4,2,3,3,4,"good","1"
3788,"hotel_81480",-1,-1,4,4,3,4,4,3,3,4,"good","0.555555555555556"
3789,"hotel_81480",-1,-1,3,4,3,4,4,4,3,3,"good","0.571428571428571"
3790,"hotel_81480",-1,-1,4,4,3,5,4,5,4,3,"good","0.909090909090909"
3791,"hotel_81480",-1,-1,3,5,4,4,4,3,3,2,"good","1"
3792,"hotel_81480",-1,-1,4,4,2,4,5,4,3,3,"bad","0"
3793,"hotel_81480",-1,-1,3,3,2,3,3,3,3,3,"bad","0"
3794,"hotel_81480",-1,-1,2,3,2,3,3,2,2,1,"bad","0"
3795,"hotel_81480",1,1,2,2,2,5,2,3,3,3,"bad","0"
3796,"hotel_81480",5,5,5,5,4,5,4,5,5,4,"good","0.994535519125683"
3797,"hotel_81480",-1,-1,4,4,4,4,4,3,4,5,"good","1"
3798,"hotel_89158",-1,-1,5,5,4,4,5,5,5,5,"good","1"
3799,"hotel_89158",-1,-1,5,5,5,5,5,5,5,5,"good","0.998026964814206"
3800,"hotel_89158",-1,-1,3,4,3,4,2,4,4,4,"bad","0"
3801,"hotel_89158",-1,-1,4,5,5,4,5,4,5,4,"good","1"
3802,"hotel_89158",-1,-1,5,5,5,5,5,5,5,5,"good","0.999659979598776"
3803,"hotel_89158",2,1,2,1,1,3,5,3,1,1,"bad","0"
3804,"hotel_89158",1,0,5,5,5,5,5,5,5,5,"good","0.999004644990046"
3805,"hotel_89158",1,1,5,5,5,5,5,5,5,5,"good","0.998996319839411"
3806,"hotel_89158",2,2,4,4,4,5,4,5,2,5,"good","1"
3807,"hotel_89158",3,1,5,5,5,5,5,5,5,5,"good","0.997685185185185"
3808,"hotel_89158",3,1,5,5,5,5,5,5,5,5,"good","0.997598627787307"
3809,"hotel_89158",4,1,5,5,5,5,5,5,5,5,"good","0.999315068493151"
3810,"hotel_89158",4,3,4,5,4,5,5,5,5,5,"good","1"
3811,"hotel_89158",2,1,5,5,5,5,5,5,5,5,"good","0.998660415271266"
3812,"hotel_89158",2,1,5,5,5,3,5,5,5,5,"good","1"
3813,"hotel_89158",-1,-1,5,5,5,5,5,5,5,5,"good","0.998328877005348"
3814,"hotel_89158",-1,-1,5,5,5,5,5,5,5,5,"good","0.998682042833608"
3815,"hotel_89158",1,0,2,1,1,4,5,1,1,3,"bad","0"
3816,"hotel_89158",-1,-1,5,5,5,5,5,5,5,5,"good","0.998644527278889"
3817,"hotel_89158",1,1,4,5,3,5,4,5,4,3,"good","0.947368421052632"
3818,"hotel_89158",-1,-1,5,5,5,5,5,5,5,5,"good","0.998315931289997"
3819,"hotel_89158",1,1,4,5,4,5,5,5,5,5,"good","0.996309963099631"
3820,"hotel_89158",-1,-1,4,5,4,4,4,5,4,4,"good","1"
3821,"hotel_89158",2,2,5,5,5,4,5,4,5,5,"good","0.992307692307692"
3822,"hotel_89158",-1,-1,2,3,2,4,2,5,4,4,"bad","0"
3823,"hotel_89158",-1,-1,5,5,5,5,5,5,5,4,"good","0.999336870026525"
3824,"hotel_89158",6,2,1,1,1,1,1,1,1,1,"bad","0"
3825,"hotel_89158",6,6,1,1,1,4,2,4,1,3,"bad","0"
3826,"hotel_89158",5,0,5,5,5,5,5,5,5,4,"good","0.999312005503956"
3827,"hotel_89158",2,1,5,5,5,5,5,5,5,5,"good","0.997701904136573"
3828,"hotel_89158",24,4,1,1,2,1,1,1,1,1,"bad","0"
3829,"hotel_89158",2,2,5,4,4,3,5,4,5,5,"good","1"
3830,"hotel_89158",1,1,4,5,4,5,4,3,4,4,"good","1"
3831,"hotel_89158",2,2,5,4,5,5,5,5,5,5,"good","0.996153846153846"
3832,"hotel_89158",2,2,5,3,5,5,4,4,4,4,"good","0.5"
3833,"hotel_89158",4,4,5,5,5,5,5,5,5,5,"good","0.998994974874372"
3834,"hotel_89158",2,2,5,5,5,5,5,5,5,5,"good","0.999021845451581"
3835,"hotel_89158",3,2,4,4,4,3,4,5,5,3,"good","1"
3836,"hotel_89158",6,5,3,4,2,4,4,3,3,3,"good","1"
3837,"hotel_89158",5,3,5,5,5,5,4,5,5,5,"good","1"
3838,"hotel_87052",1,1,5,5,5,5,5,5,5,5,"good","0.998646362098139"
3839,"hotel_87052",4,4,5,5,5,5,5,5,5,4,"good","0.99800862927315"
3840,"hotel_87052",2,2,4,4,5,4,5,5,5,5,"good","0.982608695652174"
3841,"hotel_87052",1,0,5,5,5,5,5,5,5,5,"good","0.997986577181208"
3842,"hotel_87052",3,3,5,5,5,5,5,5,5,5,"good","0.998267498267498"
3843,"hotel_87052",-1,-1,5,4,5,5,4,4,5,3,"good","1"
3844,"hotel_87052",2,1,5,5,5,5,4,5,4,4,"good","1"
3845,"hotel_87052",2,2,5,5,5,5,5,5,5,5,"good","0.99965564738292"
3846,"hotel_87052",1,1,5,5,5,5,5,5,5,5,"good","0.998628257887517"
3847,"hotel_87052",6,6,5,5,5,5,4,4,4,4,"good","1"
3848,"hotel_87052",6,6,5,5,5,5,5,5,5,3,"good","0.998979938796328"
3849,"hotel_87052",3,3,5,5,5,5,5,5,5,5,"good","0.997936726272352"
3850,"hotel_87052",2,2,4,5,5,5,5,5,5,3,"good","0.998959778085992"
3851,"hotel_87052",10,4,3,3,4,5,4,5,4,4,"good","0.5"
3852,"hotel_87052",2,2,5,5,5,5,5,5,5,4,"good","0.999326599326599"
3853,"hotel_87052",2,2,5,5,5,5,5,5,5,5,"good","0.999341021416804"
3854,"hotel_87052",7,5,4,5,5,5,5,5,4,5,"good","1"
3855,"hotel_87052",5,5,5,4,4,5,4,5,4,4,"good","0.949640287769784"
3856,"hotel_87052",3,1,4,4,4,4,4,4,4,4,"good","0.941558441558442"
3857,"hotel_87052",4,4,5,4,5,4,5,5,5,4,"good","0.995238095238095"
3858,"hotel_87052",3,3,5,5,5,5,5,5,5,5,"good","0.998666222074025"
3859,"hotel_87052",2,2,5,5,5,5,5,5,5,4,"good","0.998988536749831"
3860,"hotel_87052",3,3,5,5,5,5,5,5,5,5,"good","0.998660863742886"
3861,"hotel_87052",2,2,5,5,5,5,5,5,5,5,"good","0.999654218533887"
3862,"hotel_87052",1,1,5,5,5,5,5,5,5,5,"good","0.999671700590939"
3863,"hotel_87052",2,1,5,5,5,5,5,5,5,5,"good","0.998652291105121"
3864,"hotel_87052",2,2,5,4,5,5,5,5,5,4,"good","0.990808823529412"
3865,"hotel_87052",7,5,4,4,4,5,4,4,4,4,"good","0.954285714285714"
3866,"hotel_87052",4,4,5,5,5,5,5,5,5,5,"good","0.999004314636575"
3867,"hotel_87052",2,2,5,5,5,3,5,5,5,5,"good","1"
3868,"hotel_87052",3,3,5,5,5,4,5,5,5,4,"good","0.998284734133791"
3869,"hotel_87052",7,7,5,5,5,5,5,5,5,5,"good","0.997277985709425"
3870,"hotel_87052",3,3,5,4,5,5,5,5,5,5,"good","0.992409867172676"
3871,"hotel_87052",4,4,5,5,5,5,5,5,5,5,"good","0.998339973439575"
3872,"hotel_87052",5,3,4,3,4,5,4,2,3,4,"bad","0.25"
3873,"hotel_87052",6,6,5,5,5,5,5,5,5,5,"good","0.998278829604131"
